BATHRM,HF_BATHRM,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,SALEDATE,SALEMONTH,SALEDAY,SALEYEAR,GBA,CNDTN,LANDAREA,PRICE
2,1,9,5,1900,1980,3,2/26/14 0:00,2,26,2014,2610,Average,1428,685000
3,1,9,4,1924,2010,3,11/14/07 0:00,11,14,2007,2286,Fair,1750,425000
3,1,8,3,1924,2015,2,9/1/15 0:00,9,1,2015,1742,Very Good,1650,915000
2,1,7,3,1909,1984,2,4/24/02 0:00,4,24,2002,1758,Good,1650,215000
2,1,6,4,1912,2006,2,8/16/12 0:00,8,16,2012,1467,Average,975,425000
3,0,7,4,1912,2005,2,5/27/05 0:00,5,27,2005,1482,Good,975,480000
1,1,5,3,1997,1995,2,6/22/16 0:00,6,22,2016,1484,Average,975,640000
1,1,6,2,1912,2010,2,3/12/07 0:00,3,12,2007,1482,Good,975,375000
1,1,6,3,1912,1999,2,2/25/04 0:00,2,25,2004,1482,Good,975,202500
2,1,6,2,1908,2002,2,11/23/15 0:00,11,23,2015,1482,Good,975,570000
1,1,6,3,1912,2004,2,8/5/04 0:00,8,5,2004,1510,Average,975,325000
1,0,6,3,1914,2008,2,5/9/00 0:00,5,9,2000,1347,Average,1050,91800
2,1,9,4,1915,2008,2,1/7/04 0:00,1,7,2004,1892,Fair,1638,290000
3,1,8,3,1915,2004,2,4/13/11 0:00,4,13,2011,1900,Average,1638,500000
5,0,12,5,1880,2015,3,8/25/17 0:00,8,25,2017,2230,Very Good,1900,1600000
1,0,3,1,1890,2007,2,11/29/04 0:00,11,29,2004,550,Average,548,317000
4,1,10,4,1905,2002,4,1/7/03 0:00,1,7,2003,2916,Good,1245,1500000
2,1,11,4,1907,1961,3,12/15/04 0:00,12,15,2004,2801,Good,1324,1020000
4,1,13,6,1907,1984,3,5/16/03 0:00,5,16,2003,3540,Good,1324,962000
4,0,12,5,1908,1987,3,2/4/14 0:00,2,4,2014,2735,Good,1467,1200000
4,0,4,4,1908,2009,3,4/14/11 0:00,4,14,2011,2574,Good,1466,1299000
4,0,12,7,1908,1970,3,2/13/18 0:00,2,13,2018,2610,Average,1467,1350000
4,0,9,4,1908,1997,3,12/22/97 0:00,12,22,1997,2610,Average,1467,219000
4,1,12,5,1908,2009,3,9/18/15 0:00,9,18,2015,2832,Very Good,1434,2125000
2,1,8,3,1880,1972,2,1/26/18 0:00,1,26,2018,2096,Average,3353,1192000
2,0,7,3,1900,1972,2,6/28/18 0:00,6,28,2018,2120,Average,3353,1350000
4,1,14,4,1890,2007,3,9/16/09 0:00,9,16,2009,4120,Very Good,2244,2350000
2,1,7,4,1890,2013,2,11/17/14 0:00,11,17,2014,2325,Very Good,2436,1775000
2,1,7,2,1890,2007,3,12/6/10 0:00,12,6,2010,1016,Good,288,511000
2,0,9,3,1908,2011,2,7/5/95 0:00,7,5,1995,1528,Good,1221,180500
2,1,9,4,1908,2011,2,5/30/17 0:00,5,30,2017,1684,Good,1221,1150000
2,1,8,4,1908,1977,2,12/14/94 0:00,12,14,1994,1672,Average,1428,150000
3,1,10,4,1908,2015,2,10/9/15 0:00,10,9,2015,1688,Very Good,1140,1155000
1,1,6,3,1907,1979,2,8/29/13 0:00,8,29,2013,1552,Good,1140,730000
3,1,9,5,1909,2014,2,5/24/13 0:00,5,24,2013,1584,Very Good,1481,795000
1,1,6,3,1910,2009,2,7/21/00 0:00,7,21,2000,1626,Average,1243,209900
3,2,11,5,1898,1958,3,10/12/17 0:00,10,12,2017,2661,Good,1135,1255000
1,1,6,2,1890,1979,2,2/24/11 0:00,2,24,2011,1368,Good,1009,499000
1,1,6,3,1890,2008,2,12/16/16 0:00,12,16,2016,1368,Good,1009,830000
1,1,5,2,1890,1975,2,3/10/06 0:00,3,10,2006,1368,Good,1009,607000
1,1,6,2,1890,2010,2,6/27/14 0:00,6,27,2014,1344,Good,1009,775000
1,1,5,3,1890,2005,2,4/17/15 0:00,4,17,2015,1392,Good,1009,810000
1,1,5,2,1890,1975,2,3/16/92 0:00,3,16,1992,1440,Average,1066,231210
1,1,5,2,1980,1978,2,6/28/17 0:00,6,28,2017,1356,Average,1066,792500
1,1,10,2,1890,1990,2,4/5/06 0:00,4,5,2006,1356,Good,1066,612000
1,1,5,2,1896,2012,2,6/26/12 0:00,6,26,2012,1411,Good,1066,636000
2,0,4,2,1890,1976,2,9/7/01 0:00,9,7,2001,1356,Good,1066,380000
2,0,7,2,1890,2006,2,5/12/09 0:00,5,12,2009,1356,Good,1066,550000
2,0,6,2,1900,2003,2,1/6/11 0:00,1,6,2011,1356,Good,1066,610000
2,1,8,3,1895,2006,3,7/1/11 0:00,7,1,2011,1730,Good,1276,711500
2,0,6,3,1895,2015,3,11/5/07 0:00,11,5,2007,1472,Good,1276,705000
2,1,6,3,1895,2000,3,3/5/13 0:00,3,5,2013,1564,Good,754,685000
2,0,7,4,1895,1994,3,5/20/94 0:00,5,20,1994,1536,Good,750,85000
2,1,6,3,1895,2004,3,4/18/12 0:00,4,18,2012,1479,Good,750,725000
2,0,6,3,1900,1975,2,5/29/07 0:00,5,29,2007,1654,Good,1043,699000
2,2,10,3,1900,2005,2,9/23/16 0:00,9,23,2016,1654,Good,1043,889500
2,1,10,3,1890,1980,2,5/25/06 0:00,5,25,2006,1724,Good,2334,730000
2,0,6,3,1890,2003,2,1/24/92 0:00,1,24,1992,1924,Good,2314,128500
4,2,8,5,1890,2014,2.5,10/3/11 0:00,10,3,2011,2396,Good,2315,890000
3,1,6,4,1890,2017,2,4/23/18 0:00,4,23,2018,1850,Very Good,2039,1500000
1,1,6,3,1890,2009,2,4/19/05 0:00,4,19,2005,1916,Good,2320,600000
1,1,6,2,1900,1959,2,1/7/02 0:00,1,7,2002,1944,Average,1484,81500
2,1,8,3,1924,2011,2,3/8/16 0:00,3,8,2016,1980,Average,1484,680000
2,1,8,3,1924,1982,2,4/27/04 0:00,4,27,2004,2014,Average,1488,335000
1,1,8,4,1924,1981,2,4/10/18 0:00,4,10,2018,1888,Average,1488,535000
2,0,8,4,1924,1980,2,2/27/12 0:00,2,27,2012,2087,Average,1488,329000
2,0,10,4,1924,1980,2,12/20/99 0:00,12,20,1999,2087,Average,1488,44000
2,1,8,5,1924,2003,2,2/22/06 0:00,2,22,2006,2087,Good,1488,590000
1,1,10,3,1924,2012,2,4/10/12 0:00,4,10,2012,2361,Good,1488,507000
2,0,6,3,1924,1980,2,8/28/02 0:00,8,28,2002,2091,Average,1488,190000
1,1,6,2,1941,2001,2,3/22/01 0:00,3,22,2001,1190,Average,1464,25300
1,1,6,2,1941,2010,2,1/6/14 0:00,1,6,2014,1184,Good,1051,275000
2,1,8,4,1890,2011,2,5/12/11 0:00,5,12,2011,1496,Good,2312,711000
3,1,6,4,1900,2017,2,12/4/17 0:00,12,4,2017,1640,Very Good,1067,1210000
1,0,5,3,1890,1988,2,6/13/00 0:00,6,13,2000,672,Average,552,168000
2,0,7,5,1890,1979,2,3/31/00 0:00,3,31,2000,672,Average,552,159000
1,1,5,2,1890,2007,2,6/4/12 0:00,6,4,2012,840,Good,662,638750
2,1,7,3,1890,2005,2,7/31/06 0:00,7,31,2006,840,Good,662,639000
2,0,6,3,1905,2004,2,5/29/09 0:00,5,29,2009,1488,Good,1600,667500
2,0,6,2,1905,2004,2,8/12/04 0:00,8,12,2004,1488,Good,1600,815000
3,1,9,4,1905,2013,2,12/19/17 0:00,12,19,2017,1478,Very Good,1600,1375000
3,1,9,5,1900,2007,3,7/15/13 0:00,7,15,2013,2370,Good,1675,1099000
3,0,10,7,1900,2004,3,8/21/12 0:00,8,21,2012,1846,Good,1674,819500
3,1,11,4,1900,2007,3,7/15/13 0:00,7,15,2013,2098,Good,1674,1100000
2,0,10,4,1890,2007,2,7/29/08 0:00,7,29,2008,2238,Average,1666,590000
2,0,8,2,1890,1960,2,9/12/06 0:00,9,12,2006,2346,Average,1666,700000
2,0,8,2,1890,1960,2,10/4/13 0:00,10,4,2013,2382,Average,1666,875000
1,0,7,3,1900,1970,2,10/30/09 0:00,10,30,2009,1522,Average,1666,599000
3,1,8,5,1890,1990,2,5/3/99 0:00,5,3,1999,1954,Average,1567,310000
3,1,9,4,1890,2013,2,3/2/15 0:00,3,2,2015,1954,Good,1519,1039912
5,1,9,6,1890,2003,3,7/31/03 0:00,7,31,2003,2617,Good,825,765000
3,1,10,4,1890,2017,3,2/5/18 0:00,2,5,2018,1954,Very Good,825,1140000
2,0,5,2,1890,1988,2,5/13/98 0:00,5,13,1998,1544,Good,1823,289000
3,0,6,3,1890,1982,2,4/18/08 0:00,4,18,2008,1784,Average,1780,819000
1,1,6,3,1890,2012,2,4/13/09 0:00,4,13,2009,1396,Good,708,600000
3,0,10,5,1894,2001,2,10/14/03 0:00,10,14,2003,1642,Good,719,630000
2,0,6,2,1915,2014,2,3/19/15 0:00,3,19,2015,780,Very Good,481,560000
1,1,4,2,1915,1978,2,2/20/02 0:00,2,20,2002,780,Average,690,97000
2,0,4,2,1915,2006,2,12/8/15 0:00,12,8,2015,780,Very Good,1066,632545
1,0,6,3,1900,1947,2,11/9/01 0:00,11,9,2001,1274,Average,990,68000
1,1,6,2,1900,2009,2,4/30/13 0:00,4,30,2013,1164,Very Good,792,545000
2,0,6,3,1900,2016,2,7/8/15 0:00,7,8,2015,1164,Good,864,450000
1,0,6,3,1907,2016,2,7/18/17 0:00,7,18,2017,1264,Good,891,815000
1,1,6,2,1907,1962,2,9/2/15 0:00,9,2,2015,1264,Good,891,655000
2,1,6,3,1907,2012,2,12/3/03 0:00,12,3,2003,1264,Good,891,544500
2,0,8,2,1905,2003,2,8/16/13 0:00,8,16,2013,1254,Good,891,700000
2,0,5,2,1907,1962,2,3/18/15 0:00,3,18,2015,1255,Good,891,700000
1,1,6,2,1909,2000,2,8/11/14 0:00,8,11,2014,1255,Good,891,750000
1,1,6,2,1907,2000,2,10/28/14 0:00,10,28,2014,1264,Good,891,680000
1,1,5,2,1901,1999,2,9/4/01 0:00,9,4,2001,1264,Good,891,379000
1,1,5,2,1920,2001,2,7/30/04 0:00,7,30,2004,1264,Good,891,585000
2,0,7,4,1907,1962,2,8/21/02 0:00,8,21,2002,1255,Average,891,355000
3,1,8,3,1900,2004,2,7/14/10 0:00,7,14,2010,1232,Good,891,742500
2,1,6,3,1907,1962,2,5/31/16 0:00,5,31,2016,1282,Good,891,867500
1,1,6,3,1907,1961,2,3/29/00 0:00,3,29,2000,1263,Good,891,216000
1,0,6,3,1907,1975,2,11/26/13 0:00,11,26,2013,1263,Good,891,679000
3,0,9,2,1907,1961,2,12/4/13 0:00,12,4,2013,1590,Good,913,700000
1,0,6,3,1907,1974,2,6/26/97 0:00,6,26,1997,1298,Good,891,156000
2,1,7,3,1907,1962,2,7/25/11 0:00,7,25,2011,1298,Good,891,650000
1,1,6,2,1907,2003,2,1/17/17 0:00,1,17,2017,1298,Good,891,830000
2,0,5,2,1907,2011,2,1/6/17 0:00,1,6,2017,1298,Very Good,891,883550
1,1,7,3,1900,1987,2,9/2/04 0:00,9,2,2004,1582,Average,1200,350000
1,1,6,3,1900,1988,2,6/8/04 0:00,6,8,2004,1496,Good,1600,360000
1,0,6,3,1900,2014,2,1/30/14 0:00,1,30,2014,1094,Very Good,1205,620000
2,1,6,4,1900,2005,3,3/11/11 0:00,3,11,2011,1776,Average,1273,339900
2,1,6,2,1900,1999,2,4/8/09 0:00,4,8,2009,1528,Good,1821,375000
1,1,6,2,1941,2003,2,8/14/14 0:00,8,14,2014,1088,Average,870,245000
3,1,13,4,1905,2010,2,5/5/08 0:00,5,5,2008,2880,Very Good,2197,1100000
2,2,6,2,1926,1992,2,4/21/17 0:00,4,21,2017,1612,Good,1920,1301400
3,1,12,4,1900,2008,3,5/6/15 0:00,5,6,2015,2444,Good,1425,1660000
1,0,6,3,1900,2000,3,12/29/94 0:00,12,29,1994,1588,Good,1251,975000
4,0,11,5,1895,2009,3,10/21/94 0:00,10,21,1994,2559,Good,933,550000
4,2,12,6,1885,1995,3,7/26/16 0:00,7,26,2016,2445,Average,1659,1650000
4,2,11,4,1885,1985,3,7/26/16 0:00,7,26,2016,2495,Average,1659,1650000
4,0,11,6,1885,2007,3,3/16/06 0:00,3,16,2006,3314,Average,2000,1450000
4,2,12,4,1885,2012,3,11/17/14 0:00,11,17,2014,3565,Very Good,2000,2855000
3,1,13,4,1885,2010,3,11/20/13 0:00,11,20,2013,3238,Good,2000,1870000
3,1,9,5,1885,2008,3,6/1/17 0:00,6,1,2017,3283,Very Good,2000,2430000
3,1,13,5,1885,2004,3,11/13/14 0:00,11,13,2014,3223,Good,2000,1900000
3,1,7,4,1885,2008,3,11/6/15 0:00,11,6,2015,2265,Very Good,1453,1620000
5,1,10,6,1885,2009,4,11/23/12 0:00,11,23,2012,2829,Good,1453,1927000
2,1,9,3,1972,2004,3,8/8/13 0:00,8,8,2013,1890,Good,1327,990000
2,1,7,3,1972,2004,3,5/10/06 0:00,5,10,2006,1890,Good,1327,950000
2,1,7,3,1972,2006,3,1/10/11 0:00,1,10,2011,1800,Good,1327,942500
2,1,6,3,1972,1966,3,10/8/97 0:00,10,8,1997,1890,Good,1327,338500
2,1,9,3,1972,2004,3,1/18/17 0:00,1,18,2017,1890,Good,1327,1270000
3,1,9,5,1890,2008,3,5/13/10 0:00,5,13,2010,2455,Good,1500,1200000
3,0,10,4,1890,1976,3,1/13/97 0:00,1,13,1997,2479,Good,1500,285000
2,1,9,4,1890,1976,3,2/1/16 0:00,2,1,2016,2479,Good,1500,1400000
3,1,11,5,1890,2008,3,2/1/12 0:00,2,1,2012,2570,Very Good,2700,1675000
4,0,12,5,1890,2010,3,5/2/02 0:00,5,2,2002,2816,Good,2700,900000
2,0,10,3,1890,2008,3,3/20/07 0:00,3,20,2007,2192,Good,2063,931000
3,0,5,2,1890,2012,2,1/8/18 0:00,1,8,2018,856,Good,360,935000
4,1,7,3,1920,2009,3,9/17/08 0:00,9,17,2008,4267,Average,3000,1350000
4,2,14,7,1890,2004,3,10/18/12 0:00,10,18,2012,4333,Very Good,2434,3500000
3,1,9,3,1910,2003,3,9/18/00 0:00,9,18,2000,2088,Average,1304,384900
3,0,12,6,1910,1975,3,3/27/00 0:00,3,27,2000,2179,Average,1310,115057
3,0,6,3,1981,2000,2,7/17/00 0:00,7,17,2000,1200,Average,1040,325000
4,2,15,4,1920,2005,3,2/4/05 0:00,2,4,2005,3256,Good,2200,1377000
2,1,7,3,1915,2008,2,2/16/10 0:00,2,16,2010,1624,Good,1583,945000
1,0,5,2,1915,1990,2,3/28/16 0:00,3,28,2016,1626,Good,1584,1900000
2,1,8,3,1885,2008,3,5/5/15 0:00,5,5,2015,2430,Average,1800,939000
4,1,10,7,1890,2009,3,9/17/08 0:00,9,17,2008,2830,Average,1800,600000
3,1,7,3,1908,2003,2,10/6/11 0:00,10,6,2011,1510,Good,1518,805000
2,0,7,2,1900,2000,2,9/16/13 0:00,9,16,2013,1020,Good,744,677500
3,0,8,4,1900,2014,2,2/17/17 0:00,2,17,2017,1144,Good,774,939000
1,1,5,2,1900,2006,2,3/4/99 0:00,3,4,1999,1140,Average,823,111000
2,0,6,4,1890,2007,3,12/5/07 0:00,12,5,2007,898,Good,826,480000
2,0,7,2,1890,2000,3,3/19/18 0:00,3,19,2018,1347,Good,831,794500
2,1,8,3,1890,1998,2,4/13/17 0:00,4,13,2017,1198,Average,619,882000
2,0,8,3,1890,2013,2,7/17/10 0:00,7,17,2010,1252,Average,698,505000
3,0,11,5,1900,2004,2,7/3/12 0:00,7,3,2012,1812,Average,2339,845000
2,1,10,4,1890,2015,2,12/1/17 0:00,12,1,2017,1490,Good,928,1099000
3,1,7,3,1895,2000,2,11/9/17 0:00,11,9,2017,1512,Average,928,1145000
2,1,8,4,1890,2010,2,8/16/10 0:00,8,16,2010,1472,Good,928,763500
2,1,9,4,1890,2008,2,10/7/14 0:00,10,7,2014,1476,Very Good,928,1025000
2,1,8,3,1900,2007,3,9/11/09 0:00,9,11,2009,1497,Good,572,540000
3,0,6,4,1898,2006,3,7/16/15 0:00,7,16,2015,1479,Good,634,819000
2,1,8,3,1939,2006,2,12/4/15 0:00,12,4,2015,990,Good,900,799900
2,0,8,4,1890,2007,2,1/3/02 0:00,1,3,2002,1288,Good,1011,309000
2,1,7,3,1900,2003,2,1/11/16 0:00,1,11,2016,1530,Good,1241,949900
3,1,8,3,1909,2008,2,9/5/95 0:00,9,5,1995,1334,Good,1292,205000
2,0,8,5,1900,2004,3,9/5/00 0:00,9,5,2000,2139,Good,1057,525000
2,0,11,5,1900,2004,3,10/8/03 0:00,10,8,2003,2175,Good,1057,550000
3,1,9,5,1900,2004,3,12/21/99 0:00,12,21,1999,2921,Good,1620,499000
3,2,9,5,1900,2009,3,1/23/18 0:00,1,23,2018,2867,Good,1620,1750000
3,1,9,3,1900,1991,3,10/10/02 0:00,10,10,2002,2864,Average,1620,1010000
4,0,8,4,1900,1977,3,3/8/04 0:00,3,8,2004,2867,Good,1620,1200000
6,1,10,5,1900,2014,3,7/3/18 0:00,7,3,2018,3900,Very Good,2338,2500000
2,1,4,2,1900,2003,1.5,3/27/18 0:00,3,27,2018,2442,Good,2244,1455500
2,1,9,3,1916,2009,3,12/17/02 0:00,12,17,2002,4080,Good,1750,845000
8,2,14,9,1910,2011,3.5,9/10/09 0:00,9,10,2009,4410,Average,2957,1300000
2,1,9,3,1928,2007,3,8/28/06 0:00,8,28,2006,2510,Excellent,1805,1495000
4,1,11,5,1885,1989,3,5/7/04 0:00,5,7,2004,2958,Good,2063,1450000
5,1,18,4,1900,2010,4,9/2/11 0:00,9,2,2011,5728,Very Good,2292,2850000
4,0,11,5,1890,2012,3,8/17/92 0:00,8,17,1992,2409,Average,975,275000
4,1,10,4,1896,2015,2,5/7/13 0:00,5,7,2013,1870,Good,1900,1300000
3,1,11,5,1890,1980,3,2/22/00 0:00,2,22,2000,2591,Good,1910,655000
4,1,7,5,1890,2004,3,6/8/17 0:00,6,8,2017,2841,Very Good,1910,2350000
3,1,8,5,1900,2004,3,10/22/15 0:00,10,22,2015,2621,Very Good,1910,1900000
4,2,9,5,1890,2004,3,4/19/07 0:00,4,19,2007,2956,Good,1910,1800000
3,1,10,4,1890,2003,3,10/27/15 0:00,10,27,2015,2509,Very Good,1910,2050000
3,0,8,5,1893,1995,3,6/8/93 0:00,6,8,1993,2819,Average,1910,405000
5,1,9,6,1890,2003,3,6/26/12 0:00,6,26,2012,3278,Very Good,1910,2240000
3,0,12,5,1890,2010,3,4/11/13 0:00,4,11,2013,2591,Good,1910,350000
3,1,12,4,1890,2014,3,2/13/15 0:00,2,13,2015,2591,Very Good,1910,2800000
4,0,11,7,1890,1947,3,10/8/92 0:00,10,8,1992,2847,Average,1524,350000
4,0,12,4,1890,1999,4,5/9/18 0:00,5,9,2018,2582,Average,1492,1900000
5,1,14,7,1900,2000,3,7/18/17 0:00,7,18,2017,2568,Good,1492,1950000
3,1,8,4,1890,2006,3,5/19/08 0:00,5,19,2008,2315,Good,1656,1299000
3,0,8,4,1890,1995,3,12/15/17 0:00,12,15,2017,2186,Good,1713,1600000
3,0,7,3,1915,2006,2,2/28/12 0:00,2,28,2012,1750,Good,1584,1250000
2,1,9,3,1915,2004,2,8/3/09 0:00,8,3,2009,1685,Good,1584,1090000
3,1,8,3,1915,2003,2,3/10/17 0:00,3,10,2017,1696,Average,1584,1385000
4,0,10,4,1890,2009,3,3/27/07 0:00,3,27,2007,3062,Good,2400,950000
3,0,10,4,1911,2009,3,11/6/97 0:00,11,6,1997,2592,Average,2400,206500
2,0,9,5,1915,2005,3,9/27/11 0:00,9,27,2011,2310,Average,1441,960000
2,1,8,5,1915,2008,3,12/10/12 0:00,12,10,2012,2768,Good,1437,1237500
1,1,6,2,1910,2003,2,2/17/17 0:00,2,17,2017,1008,Very Good,705,1200000
1,1,6,2,1912,1991,2,7/2/97 0:00,7,2,1997,1008,Average,699,154000
3,1,8,4,1915,2006,3,9/20/06 0:00,9,20,2006,2363,Good,1575,1250000
2,0,14,8,1883,2002,3,11/7/17 0:00,11,7,2017,5324,Average,3572,2900000
3,1,9,3,1910,2004,2,10/11/17 0:00,10,11,2017,1788,Very Good,1584,1795000
3,0,9,4,1900,1987,2,4/13/01 0:00,4,13,2001,1480,Average,2531,479950
3,0,9,3,1900,1985,2,6/14/10 0:00,6,14,2010,1478,Average,2531,799999
2,0,9,3,1900,2003,2,1/8/15 0:00,1,8,2015,1754,Good,2531,1250000
2,1,8,3,1900,1987,2,9/14/93 0:00,9,14,1993,1510,Average,2519,230000
2,1,11,4,1900,2001,2,10/3/02 0:00,10,3,2002,1496,Good,2430,685000
1,1,6,3,1900,2004,2,2/8/00 0:00,2,8,2000,1424,Average,1360,1377
3,1,13,4,1900,2009,3,12/19/02 0:00,12,19,2002,2706,Good,2086,760000
3,1,6,3,1908,2010,2,3/9/11 0:00,3,9,2011,1629,Good,1339,789000
3,1,9,5,1885,2009,2,5/7/09 0:00,5,7,2009,2128,Average,1932,1315000
3,0,11,5,1900,2011,3,6/15/16 0:00,6,15,2016,2380,Good,1700,1525000
1,2,6,3,1880,1978,2,12/6/12 0:00,12,6,2012,1896,Good,2033,290000
2,0,6,3,1880,2004,2,1/10/06 0:00,1,10,2006,1866,Good,2033,899000
2,1,7,3,1880,2008,2,11/18/08 0:00,11,18,2008,2232,Good,2025,1141875
2,0,8,3,1880,2009,2,3/13/09 0:00,3,13,2009,1852,Good,2025,840000
5,1,9,5,1880,2014,2,11/2/09 0:00,11,2,2009,2170,Good,2013,869000
2,2,8,3,1870,1979,2,8/6/97 0:00,8,6,1997,1692,Average,1830,300000
2,1,10,5,1870,2014,2,2/25/97 0:00,2,25,1997,1656,Good,1830,316000
2,1,9,2,1928,2016,2,6/23/17 0:00,6,23,2017,1794,Good,1464,1360000
2,0,5,2,1870,1995,2,10/26/06 0:00,10,26,2006,1322,Good,1464,688500
2,1,5,3,1870,2007,2,3/24/17 0:00,3,24,2017,1490,Good,1464,1100000
2,1,5,2,1890,2009,2,3/30/15 0:00,3,30,2015,1322,Good,1464,1057000
2,0,7,2,1890,2003,2,4/1/13 0:00,4,1,2013,1458,Good,1464,875000
2,0,7,2,1890,1980,2,5/28/97 0:00,5,28,1997,1458,Good,1464,214000
3,1,6,3,1890,2007,2,8/9/12 0:00,8,9,2012,1624,Good,1292,950000
3,1,9,4,1900,2011,3,7/10/00 0:00,7,10,2000,2012,Good,1168,540000
2,1,8,3,1900,2015,2,8/1/16 0:00,8,1,2016,2274,Very Good,2100,1595000
1,1,5,3,1900,2009,2,10/22/02 0:00,10,22,2002,1686,Good,1638,432500
1,0,8,4,1900,2000,2,4/12/01 0:00,4,12,2001,1688,Good,1638,285000
2,1,6,3,1900,2001,2,9/26/13 0:00,9,26,2013,1974,Good,1638,845000
2,0,6,3,1900,2006,2,9/28/16 0:00,9,28,2016,1494,Good,1638,890001
4,0,10,5,1900,1976,3,7/12/02 0:00,7,12,2002,2982,Average,1100,485000
1,0,6,3,1900,2006,3,3/19/14 0:00,3,19,2014,1395,Good,600,650000
2,0,6,2,1900,2014,3,7/30/14 0:00,7,30,2014,1395,Very Good,600,776500
2,0,6,3,1900,2010,3,10/15/14 0:00,10,15,2014,1395,Very Good,600,810000
2,1,8,4,1900,2015,2,4/17/15 0:00,4,17,2015,2042,Excellent,2030,1500000
2,0,5,2,1900,2012,2,1/6/11 0:00,1,6,2011,1632,Good,1435,500000
2,1,6,3,1900,1995,2,8/26/02 0:00,8,26,2002,1632,Good,1435,414000
2,1,6,3,1900,2011,2,8/25/10 0:00,8,25,2010,2072,Average,1932,758500
2,1,7,3,1900,2009,3,6/18/10 0:00,6,18,2010,2268,Average,1932,603500
2,1,7,3,1801,2005,2,5/23/03 0:00,5,23,2003,2024,Good,1932,589000
1,1,7,4,1900,2000,3,9/28/00 0:00,9,28,2000,3196,Good,2940,288000
2,1,5,3,1900,2003,2,12/8/10 0:00,12,8,2010,1891,Average,1867,549000
2,0,6,3,1900,2003,2,10/31/03 0:00,10,31,2003,1474,Good,1354,192000
1,1,7,4,1905,1978,2,11/27/96 0:00,11,27,1996,1416,Average,1354,85000
2,1,6,3,1900,2008,2,1/19/09 0:00,1,19,2009,1716,Average,1121,265000
4,1,8,6,1900,2007,3,5/7/15 0:00,5,7,2015,3069,Good,1121,1150000
3,1,6,4,1900,2013,2,5/16/13 0:00,5,16,2013,2060,Very Good,1738,967000
2,1,6,4,1900,2013,3,9/23/13 0:00,9,23,2013,1929,Good,1023,877500
2,1,6,3,1900,2007,3,8/26/09 0:00,8,26,2009,1818,Good,1023,579000
2,0,8,3,1967,2009,2,11/20/09 0:00,11,20,2009,1312,Average,992,546000
2,0,8,3,1967,2010,2,3/15/11 0:00,3,15,2011,1312,Average,992,594000
3,1,9,3,1967,1992,2,8/20/99 0:00,8,20,1999,1640,Average,3552,227000
2,0,7,3,1968,2008,2,6/19/14 0:00,6,19,2014,1640,Good,1440,880000
2,2,10,2,1967,2000,2,12/7/04 0:00,12,7,2004,1640,Average,1440,541000
4,1,8,4,1900,2010,3,3/17/10 0:00,3,17,2010,2518,Average,1026,1010000
3,0,8,4,1900,2004,3,7/18/95 0:00,7,18,1995,1916,Average,976,275000
3,2,11,5,1900,2016,3,8/24/17 0:00,8,24,2017,2224,Good,972,1355000
4,0,14,5,1900,1955,3,6/8/07 0:00,6,8,2007,3276,Good,1120,1000000
3,1,8,3,1900,2002,3,2/26/10 0:00,2,26,2010,1632,Average,933,650000
1,2,6,3,1890,2004,3,4/4/05 0:00,4,4,2005,1635,Good,533,690000
2,2,8,4,1899,1988,3,5/9/05 0:00,5,9,2005,1716,Average,507,655000
2,1,8,4,1900,2007,2,11/3/00 0:00,11,3,2000,1716,Average,993,233100
3,0,9,5,1900,2000,2,9/22/00 0:00,9,22,2000,2536,Good,1860,275000
2,0,7,2,1900,1994,2,4/10/97 0:00,4,10,1997,1440,Average,1853,144000
3,1,7,2,1900,2001,2,4/4/00 0:00,4,4,2000,2596,Average,1853,282500
2,0,4,2,1900,2006,2,1/21/99 0:00,1,21,1999,1580,Good,961,175000
2,1,6,3,1900,2005,2,5/14/18 0:00,5,14,2018,1580,Good,961,1045000
1,1,7,2,1890,2004,2,12/30/04 0:00,12,30,2004,1086,Average,1073,375000
1,1,6,3,1932,2010,2,9/25/07 0:00,9,25,2007,1188,Good,1084,335000
1,0,6,3,1890,2009,2,5/8/12 0:00,5,8,2012,906,Good,1109,469900
2,1,13,3,1900,2000,2,6/1/16 0:00,6,1,2016,2074,Average,2940,1050000
3,1,11,4,1900,2012,3,2/8/12 0:00,2,8,2012,6672,Good,3120,1850000
2,1,10,2,1895,2011,2,2/28/11 0:00,2,28,2011,1352,Good,2470,550000
2,1,6,3,1912,2008,2,9/22/17 0:00,9,22,2017,1580,Good,1365,970250
1,1,7,3,1912,2010,2,7/14/17 0:00,7,14,2017,1580,Good,1365,940000
1,1,5,2,1912,2005,2,1/6/04 0:00,1,6,2004,1110,Good,1065,299000
1,0,3,1,1900,2008,2,3/30/17 0:00,3,30,2017,560,Average,1563,900000
3,0,13,6,1900,2002,3,7/11/14 0:00,7,11,2014,3228,Average,2320,1800000
3,1,13,7,1912,1992,3,10/5/16 0:00,10,5,2016,2352,Average,1723,1360000
2,0,7,3,1912,2015,2,4/28/16 0:00,4,28,2016,1348,Very Good,728,1080000
3,1,8,3,1912,2013,2,7/17/13 0:00,7,17,2013,1232,Very Good,832,925000
4,0,5,1,1912,2000,2,8/2/99 0:00,8,2,1999,1240,Average,780,95000
1,1,6,1,1940,2004,2,4/6/17 0:00,4,6,2017,1602,Good,910,1149000
3,0,9,3,1912,2003,2,5/5/04 0:00,5,5,2004,2820,Good,2731,925000
