BATHRM,HF_BATHRM,ROOMS,BEDRM,AYB,YR_RMDL,STORIES,SALEDATE,SALEMONTH,SALEDAY,SALEYEAR,GBA,CNDTN,LANDAREA,PRICE
4,1,9,4,1890,1979,3,10/7/99 0:00,10,7,1999,2069,Good,1509,525000
2,1,8,2,1890,1979,3,12/19/95 0:00,12,19,1995,2069,Good,1497,347000
3,0,10,4,1890,1979,3,6/27/00 0:00,6,27,2000,2263,Good,1497,627500
2,0,7,4,1890,2008,2,7/10/03 0:00,7,10,2003,1520,Good,1497,575000
3,0,7,3,1870,2006,2,3/5/02 0:00,3,5,2002,1298,Average,1497,449900
3,0,9,3,1890,2008,2,6/24/05 0:00,6,24,2005,1604,Good,1497,891000
3,1,7,3,1890,2009,2,5/26/09 0:00,5,26,2009,1730,Good,1497,795000
3,1,6,4,1890,2010,2,8/13/09 0:00,8,13,2009,1290,Good,1497,700000
2,1,7,3,1890,2004,2,12/19/16 0:00,12,19,2016,1290,Very Good,1497,1422000
3,1,12,4,1885,1996,3,5/4/06 0:00,5,4,2006,2223,Very Good,1400,1120000
4,1,9,7,1905,2008,3,4/20/01 0:00,4,20,2001,2682,Good,1894,715000
3,0,9,7,1890,1992,3,12/26/17 0:00,12,26,2017,2688,Average,2160,1100000
3,0,10,4,1887,2017,3,12/4/17 0:00,12,4,2017,2214,Good,1350,1700000
3,1,11,4,1905,2000,3,3/16/10 0:00,3,16,2010,2586,Good,1350,1245000
2,0,6,3,1923,2004,2,3/24/03 0:00,3,24,2003,2232,Good,1900,715000
3,0,8,3,1912,1990,3,3/5/97 0:00,3,5,1997,3486,Average,1900,355000
2,0,8,5,1913,2009,3,9/22/08 0:00,9,22,2008,2784,Average,1710,812000
3,1,13,7,1915,2007,3,8/11/05 0:00,8,11,2005,3396,Good,2113,1750000
4,0,14,6,1915,1986,3,12/19/01 0:00,12,19,2001,3284,Average,2113,963100
4,1,11,5,1915,2015,3,6/8/15 0:00,6,8,2015,2526,Very Good,1242,1749500
5,1,10,6,1892,2009,3,5/5/15 0:00,5,5,2015,3522,Very Good,1381,2107000
3,1,7,3,1912,2015,2,1/17/14 0:00,1,17,2014,1280,Good,1600,1056701
3,0,11,1,1916,2017,3,10/6/16 0:00,10,6,2016,2016,Good,1457,1050000
3,1,8,5,1875,1988,3,6/15/18 0:00,6,15,2018,2920,Average,1853,1800000
3,1,12,6,1875,1968,3,11/18/94 0:00,11,18,1994,2368,Very Good,1853,395000
5,1,14,6,1865,1988,3,3/23/18 0:00,3,23,2018,3663,Good,1853,2049000
3,1,8,4,1968,2011,2,11/22/16 0:00,11,22,2016,2150,Good,1853,1499000
2,1,6,3,1865,1978,2,7/18/00 0:00,7,18,2000,2010,Average,1900,575000
3,1,9,5,1860,2000,3,12/5/14 0:00,12,5,2014,1932,Good,1006,1294000
4,0,16,4,1870,2005,4,12/16/15 0:00,12,16,2015,2784,Good,771,1525000
4,1,6,4,1870,2014,2,7/22/09 0:00,7,22,2009,1610,Good,1647,1515000
4,1,10,4,1875,1963,2,9/9/03 0:00,9,9,2003,1978,Very Good,1710,936500
6,0,12,6,1906,2015,2,9/19/17 0:00,9,19,2017,1826,Very Good,1314,1800000
2,0,6,3,1906,2009,2,3/22/06 0:00,3,22,2006,1706,Good,1314,665000
3,1,9,4,1906,2004,2,7/14/06 0:00,7,14,2006,1706,Very Good,1314,1109000
3,0,8,3,1906,2003,2,12/27/06 0:00,12,27,2006,1826,Good,1314,1019000
4,1,9,3,1908,2008,2,6/1/09 0:00,6,1,2009,2408,Good,1307,975000
4,1,8,5,1890,2008,3,6/6/11 0:00,6,6,2011,2622,Good,833,1075000
3,1,9,5,1900,2008,3,11/4/16 0:00,11,4,2016,2354,Good,1667,1540000
4,0,21,4,1900,1995,3,4/20/92 0:00,4,20,1992,3224,Average,1667,205000
4,1,13,4,1900,2009,3,9/15/09 0:00,9,15,2009,2458,Good,1667,1085000
3,1,8,4,1890,2010,3,12/8/15 0:00,12,8,2015,2460,Good,1666,1400000
2,1,6,3,1880,2011,2,12/23/13 0:00,12,23,2013,2717,Good,1800,1125000
2,0,6,2,1953,2014,2,7/26/16 0:00,7,26,2016,648,Average,600,662000
1,1,5,2,1956,2007,2,4/5/13 0:00,4,5,2013,1280,Good,1331,710000
3,1,10,3,1958,2005,2,5/13/08 0:00,5,13,2008,1376,Good,956,932000
3,1,4,2,1958,2004,2,3/16/10 0:00,3,16,2010,1536,Average,1353,785000
2,0,5,3,1923,1995,2,11/7/13 0:00,11,7,2013,1286,Good,933,800000
1,0,4,2,1900,2000,2,5/23/05 0:00,5,23,2005,1252,Good,1394,769000
1,1,4,2,1900,2001,2,5/29/03 0:00,5,29,2003,888,Average,588,420000
1,1,5,2,1900,2005,2,6/17/14 0:00,6,17,2014,1110,Good,1129,830000
2,0,4,2,1900,2000,2,7/14/04 0:00,7,14,2004,1100,Good,1064,599000
1,1,4,2,1900,2000,2,4/23/15 0:00,4,23,2015,1128,Good,863,735000
1,1,4,2,1900,2014,2,5/24/13 0:00,5,24,2013,896,Good,575,670000
1,1,5,2,1900,2000,2,4/9/09 0:00,4,9,2009,1024,Good,761,660000
1,0,4,2,1900,2003,2,3/20/00 0:00,3,20,2000,1024,Good,871,250000
1,0,5,2,1900,2004,2,4/15/15 0:00,4,15,2015,1024,Good,921,760000
1,1,4,2,1900,2003,2,12/27/06 0:00,12,27,2006,1024,Average,858,650000
4,1,9,4,1900,2009,3,4/20/17 0:00,4,20,2017,2783,Very Good,1513,2765000
3,1,7,4,1888,2009,2,10/2/13 0:00,10,2,2013,1840,Very Good,2000,1349000
4,0,12,4,1880,2011,3,8/10/11 0:00,8,10,2011,2364,Good,1885,950000
3,1,11,4,1889,2009,3,8/18/08 0:00,8,18,2008,3308,Average,1800,1100000
5,0,16,5,1900,2007,3,11/25/13 0:00,11,25,2013,3640,Good,1800,1850000
3,1,11,6,1915,1995,4,1/3/12 0:00,1,3,2012,3900,Good,2000,1435000
3,1,12,4,1914,1987,3,11/27/00 0:00,11,27,2000,2484,Average,2208,645000
4,0,12,4,1900,2012,3,5/4/16 0:00,5,4,2016,2252,Average,1368,1400000
4,1,8,4,1910,2000,3,4/10/13 0:00,4,10,2013,2268,Good,1012,1330000
3,0,10,6,1916,2004,3,12/12/16 0:00,12,12,2016,2100,Good,792,1330000
3,2,9,4,1916,2005,3,4/28/05 0:00,4,28,2005,1902,Good,925,840000
2,1,8,3,1900,2013,3,7/20/15 0:00,7,20,2015,2168,Good,875,1404157
2,0,7,4,1910,2004,3,2/23/99 0:00,2,23,1999,2088,Average,875,320000
3,0,7,5,1900,2006,3,7/24/17 0:00,7,24,2017,2128,Average,875,1250000
3,1,8,5,1910,2003,3,7/30/14 0:00,7,30,2014,2050,Good,833,1236000
4,1,9,4,1916,2010,4,3/10/17 0:00,3,10,2017,5733,Very Good,1932,3000000
3,0,9,4,1898,1990,3,7/19/16 0:00,7,19,2016,1746,Good,969,1435000
2,1,6,3,1875,2000,2,12/20/04 0:00,12,20,2004,1446,Very Good,1853,800000
3,1,13,10,1885,1952,3,6/5/98 0:00,6,5,1998,2422,Average,1330,186000
2,0,8,2,1875,2009,2,9/1/00 0:00,9,1,2000,1918,Good,1663,453000
3,0,12,6,1860,1982,3,5/5/14 0:00,5,5,2014,2698,Good,1615,1450000
2,1,6,2,1875,2007,2,12/2/16 0:00,12,2,2016,1632,Very Good,2200,1640000
3,1,8,4,1875,2014,2,7/30/14 0:00,7,30,2014,2076,Very Good,2375,1990000
4,0,9,6,1900,2008,3,9/29/11 0:00,9,29,2011,2972,Average,1800,920000
3,1,7,4,1900,2013,2,3/28/17 0:00,3,28,2017,2180,Good,1800,1665000
3,1,11,5,1900,2009,3,8/14/12 0:00,8,14,2012,2592,Good,1800,1225000
3,1,8,4,1900,2000,2,12/23/10 0:00,12,23,2010,2016,Good,1800,1150000
4,1,8,5,1900,2009,3,3/6/08 0:00,3,6,2008,2592,Good,1800,746500
2,0,8,5,1900,2012,3,5/8/12 0:00,5,8,2012,2602,Average,1800,960750
3,1,11,4,1900,2001,3,9/28/01 0:00,9,28,2001,2602,Average,1800,650000
3,1,11,6,1900,2007,3,7/11/12 0:00,7,11,2012,2927,Good,1788,1210000
1,1,6,3,1909,2000,2,3/18/15 0:00,3,18,2015,1400,Average,1019,323210
1,1,6,3,1909,1979,2,8/5/13 0:00,8,5,2013,1168,Good,1110,663750
2,1,6,2,1910,2010,2,12/17/10 0:00,12,17,2010,1192,Good,1156,672500
2,0,6,4,1909,2004,2,6/14/10 0:00,6,14,2010,1412,Average,1576,799000
1,1,7,3,1910,2010,2,4/15/14 0:00,4,15,2014,1238,Good,1274,780000
2,1,7,3,1910,2015,2,5/23/13 0:00,5,23,2013,1238,Good,1274,756000
2,0,6,2,1910,1987,2,5/31/11 0:00,5,31,2011,1238,Good,1274,670000
1,1,6,3,1910,2011,2,6/2/10 0:00,6,2,2010,1238,Average,1274,577500
5,1,10,6,1885,1988,4,10/19/17 0:00,10,19,2017,4216,Average,2007,1875000
2,1,12,5,1894,1983,4,10/4/17 0:00,10,4,2017,5256,Good,1600,2300000
3,2,7,5,1929,1989,2,12/4/00 0:00,12,4,2000,1936,Average,1575,497500
2,1,6,2,1900,1970,2,12/20/02 0:00,12,20,2002,1384,Average,1931,525000
2,0,6,2,1900,2007,2,3/19/18 0:00,3,19,2018,1054,Very Good,755,1142500
1,1,5,1,1870,2014,3,7/30/13 0:00,7,30,2013,1386,Good,833,742000
2,1,8,3,1907,2009,2,7/3/08 0:00,7,3,2008,1144,Good,806,700000
2,1,6,3,1907,2008,2,12/26/06 0:00,12,26,2006,1008,Average,767,710000
2,0,6,2,1920,1978,2,10/28/98 0:00,10,28,1998,1585,Average,1261,232000
6,0,16,7,1910,1991,4,4/1/13 0:00,4,1,2013,6981,Good,2375,2650000
3,1,10,3,1901,2009,3,2/3/92 0:00,2,3,1992,3030,Average,1860,439000
3,1,8,4,1890,2014,3.25,3/19/12 0:00,3,19,2012,2750,Average,1633,1090000
4,0,12,6,1900,1977,3,8/29/12 0:00,8,29,2012,2343,Good,1632,1375000
2,1,7,2,1900,1997,2,8/4/08 0:00,8,4,2008,1014,Good,631,658000
2,0,5,3,1950,2011,3,7/22/13 0:00,7,22,2013,1008,Very Good,562,775000
2,1,5,2,1900,2000,2,12/7/15 0:00,12,7,2015,1694,Good,1815,1311000
1,0,5,2,1900,1960,2,12/10/92 0:00,12,10,1992,1218,Good,1815,245000
3,1,6,3,1960,2002,2,5/22/98 0:00,5,22,1998,1224,Good,987,300000
2,1,6,2,1960,2000,2,6/25/04 0:00,6,25,2004,1224,Good,987,610000
2,1,5,3,1960,2001,2,7/10/03 0:00,7,10,2003,1224,Good,987,595000
2,1,5,3,1960,2003,2,7/3/17 0:00,7,3,2017,1224,Good,987,1055000
2,1,7,3,1960,2003,2,11/30/17 0:00,11,30,2017,1224,Good,989,1082000
2,2,5,2,1961,2001,2,2/17/17 0:00,2,17,2017,1224,Good,989,826000
1,2,5,2,1961,1998,2,10/18/12 0:00,10,18,2012,1224,Good,989,840000
2,1,5,2,1961,2002,2,5/16/03 0:00,5,16,2003,1224,Good,989,560000
4,1,11,4,1970,2005,3,11/28/07 0:00,11,28,2007,3711,Good,1979,1980000
3,1,8,4,1976,2001,3,4/27/04 0:00,4,27,2004,2832,Good,1959,876000
3,1,6,2,1957,2003,2,7/19/17 0:00,7,19,2017,1572,Good,1549,1340000
4,1,11,6,1908,1998,3,3/1/00 0:00,3,1,2000,3452,Very Good,2000,645000
3,2,9,3,1910,2011,3,12/28/15 0:00,12,28,2015,3357,Average,2000,1770000
5,0,11,6,1915,2011,3,6/25/13 0:00,6,25,2013,3102,Very Good,2000,1950000
3,1,8,4,1908,2002,3,10/24/17 0:00,10,24,2017,1748,Good,969,1201000
4,0,10,6,1900,1985,3,9/8/98 0:00,9,8,1998,3020,Good,1998,670000
3,0,8,5,1885,1985,3,3/23/16 0:00,3,23,2016,2520,Good,2000,1505000
2,1,7,3,1900,2009,3,12/22/15 0:00,12,22,2015,2280,Good,1600,1496000
5,0,12,5,1885,2004,3,3/4/05 0:00,3,4,2005,2904,Good,1600,1296000
4,1,7,4,1910,2000,3,11/8/04 0:00,11,8,2004,2856,Good,1600,1250000
2,1,7,3,1895,2002,3,10/29/03 0:00,10,29,2003,1864,Very Good,1600,999990
3,0,9,4,1888,2015,4,10/18/17 0:00,10,18,2017,2289,Very Good,698,1750000
2,1,10,6,1900,2005,4,5/17/07 0:00,5,17,2007,2218,Good,795,1575000
3,1,8,4,1900,2010,4,11/3/03 0:00,11,3,2003,2368,Good,875,850000
3,0,11,5,1885,1995,3,11/5/93 0:00,11,5,1993,2523,Good,837,312450
5,0,11,5,1900,2010,3,5/31/18 0:00,5,31,2018,2313,Very Good,738,1975000
9,2,25,8,1900,2005,4,2/14/14 0:00,2,14,2014,8321,Very Good,4196,8450000
4,1,8,5,1900,2001,4,9/28/16 0:00,9,28,2016,2649,Very Good,965,1736000
4,1,11,6,1890,1993,3,9/28/00 0:00,9,28,2000,2852,Average,1800,875000
4,1,7,4,1900,2007,3,10/4/07 0:00,10,4,2007,4050,Good,2100,2700000
3,1,12,4,1900,2003,3,9/14/04 0:00,9,14,2004,2504,Good,1586,1475000
4,0,12,4,1900,2011,4,6/2/17 0:00,6,2,2017,3119,Average,1256,1515000
2,0,6,3,1889,2008,2,2/1/18 0:00,2,1,2018,1764,Good,1440,1285000
2,1,7,3,1915,2005,2,7/29/13 0:00,7,29,2013,1160,Good,1440,995000
2,1,8,3,1915,2004,2,7/1/98 0:00,7,1,1998,1600,Average,1440,75000
2,0,8,3,1915,2006,2,9/26/11 0:00,9,26,2011,1148,Good,1440,710000
2,1,6,3,1915,2004,2,9/12/05 0:00,9,12,2005,1214,Good,1440,700000
2,1,6,2,1915,2013,2,8/4/14 0:00,8,4,2014,1202,Very Good,1440,1180000
2,1,8,3,1900,2010,2,5/18/10 0:00,5,18,2010,1194,Good,1440,839000
3,0,8,4,1915,1987,2,7/12/99 0:00,7,12,1999,1552,Average,1440,185000
2,1,6,3,1908,2009,2,12/20/10 0:00,12,20,2010,1496,Good,1428,815000
1,1,6,3,1910,2011,2,5/1/17 0:00,5,1,2017,1812,Good,1428,1250000
1,1,7,3,1910,1983,2,1/5/98 0:00,1,5,1998,1666,Average,1440,181000
2,1,7,3,1910,2011,2,3/4/10 0:00,3,4,2010,1676,Average,1440,699000
2,1,7,3,1910,1982,2,10/24/08 0:00,10,24,2008,1636,Average,1440,805000
2,1,6,3,1910,2000,2,11/2/15 0:00,11,2,2015,1666,Good,1440,1300000
1,1,7,3,1910,2012,2,4/26/10 0:00,4,26,2010,1636,Average,1440,760000
3,1,6,3,1900,2010,2,9/2/11 0:00,9,2,2011,1586,Good,1239,850000
2,1,7,3,1915,2005,2,6/5/17 0:00,6,5,2017,1610,Good,1239,1075000
3,1,7,4,1910,2011,2,3/17/11 0:00,3,17,2011,1436,Good,1239,855000
2,2,9,2,1923,2005,3,9/3/14 0:00,9,3,2014,3300,Very Good,2138,2390000
4,1,12,7,1912,2014,3,3/17/11 0:00,3,17,2011,3240,Very Good,2138,2000000
2,1,6,3,1910,2014,3,11/20/06 0:00,11,20,2006,1994,Good,936,1063000
3,1,11,4,1912,2000,3,1/24/07 0:00,1,24,2007,2047,Average,988,1039500
3,1,11,4,1912,2006,3,11/12/10 0:00,11,12,2010,2655,Very Good,1674,1699000
3,1,8,5,1895,1975,3,12/30/13 0:00,12,30,2013,2612,Average,1674,1320000
4,1,9,4,1890,2007,3,12/6/04 0:00,12,6,2004,2604,Good,1674,1410000
3,1,11,5,1895,2006,3,1/5/18 0:00,1,5,2018,2656,Very Good,1674,2070000
4,0,15,8,1922,2013,3,2/1/99 0:00,2,1,1999,2518,Good,1674,667000
3,0,8,2,1895,2005,3,10/5/00 0:00,10,5,2000,2562,Average,1767,435000
3,2,11,5,1895,2007,3,6/5/17 0:00,6,5,2017,2706,Good,1767,1900000
2,0,8,5,1919,1992,3,3/23/99 0:00,3,23,1999,2905,Average,1833,440000
3,1,9,4,1910,1960,2.5,3/11/93 0:00,3,11,1993,3005,Average,1256,325000
3,2,12,4,1906,2003,3,10/20/03 0:00,10,20,2003,3279,Average,1573,930000
1,0,5,2,1900,1945,1.5,12/11/98 0:00,12,11,1998,1890,Average,1254,240000
3,1,16,4,1915,2009,3,2/8/01 0:00,2,8,2001,4336,Good,2080,1500000
1,1,5,2,1924,2005,2,4/28/06 0:00,4,28,2006,984,Good,730,655000
2,0,6,2,1925,2006,2,7/2/99 0:00,7,2,1999,1640,Good,1598,375000
2,2,7,3,1948,2008,3,6/11/96 0:00,6,11,1996,1792,Good,1044,375000
1,0,4,2,1899,2010,2,1/22/10 0:00,1,22,2010,984,Good,681,664500
1,2,7,2,1954,2012,3,7/7/06 0:00,7,7,2006,1820,Good,691,880000
1,1,4,2,1954,2005,2,9/30/15 0:00,9,30,2015,672,Good,682,599000
1,0,4,2,1900,2004,2,7/8/09 0:00,7,8,2009,728,Good,707,460000
1,1,4,2,1900,2007,2,1/4/06 0:00,1,4,2006,984,Good,753,650000
1,0,4,2,1900,2014,2,9/24/12 0:00,9,24,2012,1042,Good,704,655000
3,0,6,2,1900,2004,2,10/15/12 0:00,10,15,2012,1056,Good,678,775000
1,1,5,2,1900,2014,3,7/17/13 0:00,7,17,2013,1131,Good,671,765000
2,1,5,2,1957,2009,2,7/8/09 0:00,7,8,2009,1280,Good,1582,899000
2,1,5,2,1957,2002,3,3/29/17 0:00,3,29,2017,1632,Good,1140,1000000
1,1,5,3,1911,2007,2,4/24/00 0:00,4,24,2000,1398,Good,1635,408000
1,1,6,3,1911,2007,2,5/26/10 0:00,5,26,2010,1376,Good,1635,805000
2,1,5,2,1911,2007,2,2/9/18 0:00,2,9,2018,1728,Good,2517,1400000
2,1,6,2,1911,2003,2,5/20/03 0:00,5,20,2003,1096,Good,1959,600000
2,1,6,4,1911,2001,2,9/3/97 0:00,9,3,1997,2380,Good,1959,280000
2,1,6,3,1911,2007,3,8/2/13 0:00,8,2,2013,2156,Very Good,1363,1231000
3,0,12,4,1900,1970,3,3/5/97 0:00,3,5,1997,2775,Average,981,41000
3,1,9,4,1900,2002,3,3/23/10 0:00,3,23,2010,2730,Good,981,1200000
3,0,12,4,1895,2004,3,3/1/01 0:00,3,1,2001,2956,Good,848,735000
4,1,16,4,1900,2008,3,9/30/05 0:00,9,30,2005,2328,Average,848,1335000
4,0,15,7,1900,1981,3,8/9/94 0:00,8,9,1994,3078,Average,1424,280000
3,1,10,3,1900,2011,3,2/3/12 0:00,2,3,2012,3105,Good,1424,1725000
3,1,9,4,1900,1986,3,6/3/02 0:00,6,3,2002,3105,Good,1424,899000
3,1,6,3,1900,2003,3,6/16/04 0:00,6,16,2004,1806,Good,672,900000
2,1,10,7,1900,1988,4,1/28/05 0:00,1,28,2005,3729,Average,1324,1500000
3,0,8,3,1900,2006,3,10/16/08 0:00,10,16,2008,2436,Good,884,1550000
1,0,5,2,1885,2009,2,3/7/10 0:00,3,7,2010,1142,Average,1113,660000
1,0,4,2,1900,2010,2,9/17/13 0:00,9,17,2013,1170,Good,838,700000
2,1,9,3,1908,2012,3,10/14/11 0:00,10,14,2011,2083,Average,1750,940000
5,1,12,6,1900,2005,3,7/10/17 0:00,7,10,2017,4339,Good,3000,2995000
3,1,7,3,1900,2009,3,10/23/06 0:00,10,23,2006,1985,Good,1500,999000
2,1,9,3,1886,2008,3,5/28/15 0:00,5,28,2015,2298,Very Good,1250,1950000
4,1,9,4,1921,2013,3,5/11/16 0:00,5,11,2016,2136,Very Good,1970,2137000
3,2,11,4,1921,2005,2.25,8/27/12 0:00,8,27,2012,2408,Very Good,2184,1600000
3,1,11,3,1908,1979,3,2/1/96 0:00,2,1,1996,2571,Very Good,2926,700000
3,1,12,5,1892,2009,3,6/10/99 0:00,6,10,1999,3177,Good,1921,826000
4,1,9,5,1892,2011,3,12/22/09 0:00,12,22,2009,2676,Good,1920,1105000
3,1,12,6,1893,2010,3,6/22/16 0:00,6,22,2016,2796,Good,1820,2000000
2,1,6,3,1915,2009,2,2/10/05 0:00,2,10,2005,1476,Average,1357,620000
2,1,6,3,1915,2005,2,4/4/17 0:00,4,4,2017,1528,Good,1357,1350000
3,0,8,4,1915,2016,2,3/18/16 0:00,3,18,2016,2006,Good,1272,1400000
3,0,8,3,1915,2002,2,12/11/06 0:00,12,11,2006,1609,Good,1113,830000
2,0,8,4,1915,2012,3,10/6/14 0:00,10,6,2014,1053,Very Good,1160,1291000
3,0,8,4,1890,2004,2,7/7/15 0:00,7,7,2015,1494,Very Good,1497,1550000
3,1,7,4,1890,2016,2,7/11/16 0:00,7,11,2016,1774,Very Good,1800,1699900
1,0,6,3,1892,1992,2,9/7/17 0:00,9,7,2017,1610,Good,1800,1205000
3,1,8,5,1860,2014,3,4/30/15 0:00,4,30,2015,2476,Good,1800,1545500
3,1,9,4,1865,2004,2,3/10/03 0:00,3,10,2003,1688,Average,1800,327500
4,0,10,4,1860,1990,2.5,12/24/07 0:00,12,24,2007,1974,Good,1841,1021640
2,0,4,1,1900,2006,1,9/28/12 0:00,9,28,2012,1100,Average,1425,895000
2,1,6,3,1890,2003,2,6/25/15 0:00,6,25,2015,1888,Average,2742,1425000
2,1,8,3,1865,2011,2,12/7/11 0:00,12,7,2011,1912,Very Good,2742,1000000
3,1,8,5,1890,2013,3,7/15/11 0:00,7,15,2011,3872,Good,2742,1079000
3,2,12,3,1895,1998,3,5/15/02 0:00,5,15,2002,2814,Very Good,819,885000
4,1,14,5,1908,2003,3,9/29/03 0:00,9,29,2003,2236,Good,1075,1165000
4,1,11,4,1895,2012,3,1/29/14 0:00,1,29,2014,2682,Very Good,919,1650000
3,1,8,5,1895,2004,3,11/29/04 0:00,11,29,2004,2964,Good,913,1199000
2,1,8,3,1892,1986,2,4/28/17 0:00,4,28,2017,2130,Average,2472,1600000
4,1,11,4,1885,2001,3,4/19/10 0:00,4,19,2010,3072,Good,1817,877030
2,0,10,4,1908,2002,2,3/16/09 0:00,3,16,2009,2400,Good,1825,1000000
4,0,12,5,1908,2011,3,11/23/98 0:00,11,23,1998,2791,Good,1825,549900
4,0,12,4,1890,1990,3,4/3/01 0:00,4,3,2001,3193,Average,2500,1200000
4,1,11,6,1920,2002,3,5/1/17 0:00,5,1,2017,3786,Very Good,2200,2350000
3,1,7,3,1881,2008,2,10/24/12 0:00,10,24,2012,1988,Very Good,2146,1595000
3,1,9,3,1900,2010,2,5/14/09 0:00,5,14,2009,1714,Average,1779,656000
2,0,7,4,1900,2000,2,12/21/15 0:00,12,21,2015,1700,Good,1779,1310000
3,0,6,3,1900,2004,2,1/2/03 0:00,1,2,2003,1838,Average,1779,689000
2,1,6,3,1900,2013,2,9/16/13 0:00,9,16,2013,1760,Very Good,1779,1430000
2,0,8,4,1900,1992,2,4/21/17 0:00,4,21,2017,1708,Average,1779,1681000
2,1,7,2,1885,2006,2,7/27/17 0:00,7,27,2017,1981,Good,1779,1449000
2,0,6,4,1885,1988,2,8/30/13 0:00,8,30,2013,1984,Average,1779,940000
3,1,6,4,1885,2010,2,7/19/16 0:00,7,19,2016,2052,Good,1824,1735000
3,0,5,3,1910,2012,2,11/23/01 0:00,11,23,2001,1686,Average,1824,410000
1,1,5,2,1900,2002,2,11/24/15 0:00,11,24,2015,728,Good,545,720000
1,1,5,2,1950,2006,3,11/3/16 0:00,11,3,2016,1392,Average,1488,810000
2,1,6,2,1911,2008,2,12/8/15 0:00,12,8,2015,1172,Average,1633,725000
1,0,5,2,1911,2000,2,7/17/15 0:00,7,17,2015,966,Average,975,699000
1,0,3,1,1889,2005,2,11/9/10 0:00,11,9,2010,528,Good,462,409000
1,0,3,1,1889,2003,2,11/16/10 0:00,11,16,2010,528,Good,410,410000
1,0,4,2,1958,2010,2,6/28/17 0:00,6,28,2017,700,Good,450,590000
1,0,6,2,1900,2015,2,10/8/15 0:00,10,8,2015,944,Average,1348,665000
2,1,6,2,1885,1997,2,7/26/96 0:00,7,26,1996,1274,Good,813,240000
2,0,6,2,1900,2003,2,7/10/01 0:00,7,10,2001,858,Good,813,400000
1,0,4,2,1955,2004,2,4/26/07 0:00,4,26,2007,884,Good,580,549000
1,1,6,3,1855,2002,2,9/23/02 0:00,9,23,2002,1204,Good,905,499000
1,1,8,3,1855,1958,2,10/28/05 0:00,10,28,2005,1204,Good,905,673000
1,1,4,2,1900,1992,2,6/1/92 0:00,6,1,1992,1204,Good,905,278000
3,0,5,4,1910,2002,2,9/26/01 0:00,9,26,2001,1462,Good,1060,418000
2,1,6,2,1909,1998,2,4/17/18 0:00,4,17,2018,1360,Good,1523,1090000
4,1,12,5,1921,2009,3,9/6/13 0:00,9,6,2013,3466,Very Good,1320,2900000
4,1,10,5,1921,2005,3,9/30/09 0:00,9,30,2009,3656,Good,1560,1600000
5,1,16,8,1921,1981,4,4/23/97 0:00,4,23,1997,5106,Good,2792,750000
4,0,14,6,1902,1994,3,4/30/08 0:00,4,30,2008,2704,Average,915,2075000
4,0,12,4,1900,2016,4,1/14/16 0:00,1,14,2016,3016,Average,854,1630000
3,0,10,5,1907,1973,4,5/23/17 0:00,5,23,2017,3076,Good,1046,1700000
4,0,11,4,1900,1963,3,10/23/96 0:00,10,23,1996,2118,Good,756,272000
2,0,7,4,1900,2012,3,6/6/95 0:00,6,6,1995,2048,Good,1042,400000
2,0,7,4,1900,2000,2.5,7/25/00 0:00,7,25,2000,1672,Good,1197,485000
4,1,9,5,1900,2013,3,4/17/13 0:00,4,17,2013,3100,Very Good,1620,1960000
3,1,11,5,1900,2010,3,8/5/09 0:00,8,5,2009,3410,Good,1620,1095000
1,1,6,3,1913,2005,2,4/27/06 0:00,4,27,2006,1276,Good,1403,950000
1,1,6,3,1975,2004,2,6/18/14 0:00,6,18,2014,1232,Good,1631,1050000
1,1,5,2,1875,2011,2,1/11/12 0:00,1,11,2012,1232,Good,1631,695000
2,1,6,3,1878,1976,2,11/26/93 0:00,11,26,1993,1232,Average,1631,195000
2,1,6,3,1875,2015,2,1/18/17 0:00,1,18,2017,1232,Good,1587,1090000
3,1,8,6,1912,2013,3,8/1/17 0:00,8,1,2017,3200,Good,2150,1877000
3,1,10,8,1915,2008,3,8/3/01 0:00,8,3,2001,3616,Good,2150,945000
0,0,0,0,1892,2000,3,1/9/14 0:00,1,9,2014,3936,Fair,2150,2000000
3,1,8,5,1910,2009,3,10/8/15 0:00,10,8,2015,2762,Very Good,1830,2150000
2,0,9,3,1880,2004,2,12/30/09 0:00,12,30,2009,1888,Average,2753,811500
2,1,8,3,1880,2008,2,6/10/04 0:00,6,10,2004,1932,Good,2753,752000
2,1,11,4,1880,1978,3,2/24/95 0:00,2,24,1995,3133,Good,2753,375000
3,1,11,5,1880,2003,3,7/9/98 0:00,7,9,1998,2922,Good,2753,325000
2,1,7,2,1880,2013,2,10/2/17 0:00,10,2,2017,1740,Average,2683,1890000
3,0,7,3,1865,2008,3,10/29/01 0:00,10,29,2001,2642,Good,1860,535000
2,1,6,3,1895,1990,2,12/10/96 0:00,12,10,1996,1552,Average,944,172000
2,1,7,2,1890,2010,2,9/23/05 0:00,9,23,2005,1552,Good,1180,700000
4,0,8,4,1920,1996,3,11/3/14 0:00,11,3,2014,2640,Average,1416,1400000
3,0,9,4,1880,2008,3,9/5/07 0:00,9,5,2007,3108,Good,2090,1130710
3,1,10,4,1918,2004,3,4/15/02 0:00,4,15,2002,2628,Good,2090,195000
3,1,7,3,1880,2007,3,4/29/11 0:00,4,29,2011,3062,Good,2090,1277250
4,1,11,5,1880,2016,3,5/3/16 0:00,5,3,2016,3408,Good,2090,2007000
